_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base	soc_vector	pam_cluster	is_medoid
herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.06450132862963609	-0.045899827423988224	NA	NA	bound	353	lex	10_10	1	weight	5000	5000	nav	4_4	234	herroepen	0.16636810616675404	BOW	nav_5000	c1	0
herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.009390214557201518	-0.11901006791972216	NA	NA	bound	353	lex	10_10	1	weight	5000	5000	all	4_4	234	herroepen	0.22026192153680496	BOW	all_5000	c2	0
herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.15605901714087564	0.01410687776416506	NA	NA	bound	353	lex	10_10	1	weight	FOC	259	nav	4_4	234	herroepen	0.16083470995050467	BOW	nav_FOC	c3	0
herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.15236164128931398	0.00380946947152213	NA	NA	bound	353	lex	10_10	1	weight	FOC	353	all	4_4	234	herroepen	0.1591557026544361	BOW	all_FOC	c3	0
herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	0.025481543452780614	-0.026285972439026757	NA	NA	bound	353	lex	10_10	1	selection	5000	5000	nav	4_4	234	herroepen	0.2178686462039926	BOW	nav_5000	c3	0
herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.08691214325422401	-0.11530996499621537	NA	NA	bound	353	lex	10_10	1	selection	5000	5000	all	4_4	234	herroepen	0.2317934102834625	BOW	all_5000	c2	0
herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08607445484432436	0.03864978505174642	NA	NA	bound	353	lex	10_10	1	selection	FOC	259	nav	4_4	234	herroepen	0.19808822937124823	BOW	nav_FOC	c3	0
herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.08286104642631945	0.025097063431257827	NA	NA	bound	353	lex	10_10	1	selection	FOC	353	all	4_4	234	herroepen	0.1988023795189673	BOW	all_FOC	c3	0
herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.04618681298110918	0.11050016054269574	NA	NA	bound	676	lex	10_10	1	no	5000	5000	nav	4_4	235	herroepen	0.24085005413404567	BOW	nav_5000	c3	0
herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.16882908287662268	-0.19614093124675835	NA	NA	bound	676	lex	10_10	1	no	5000	5000	all	4_4	235	herroepen	0.2274547792745041	BOW	all_5000	c2	0
herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.10763597707105696	0.11747639410765015	NA	NA	bound	676	lex	10_10	1	no	FOC	488	nav	4_4	235	herroepen	0.2150271808786222	BOW	nav_FOC	c3	0
herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.11016286654888541	0.09967201237974574	NA	NA	bound	676	lex	10_10	1	no	FOC	676	all	4_4	235	herroepen	0.21658664338869363	BOW	all_FOC	c3	0
herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.07032091153291092	0.01996613437031953	NA	NA	bound	472	all	10_10	1	weight	5000	5000	nav	4_4	236	herroepen	0.17279042221957394	BOW	nav_5000	c1	0
herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.024350568707027374	-0.1158623328598825	NA	NA	bound	472	all	10_10	1	weight	5000	5000	all	4_4	236	herroepen	0.22746214818536728	BOW	all_5000	c2	0
herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16231531928842136	0.04908953621225025	NA	NA	bound	472	all	10_10	1	weight	FOC	259	nav	4_4	236	herroepen	0.15855482656097525	BOW	nav_FOC	c3	0
herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.1653280872791547	0.038125715039515354	NA	NA	bound	472	all	10_10	1	weight	FOC	472	all	4_4	236	herroepen	0.16095446356433427	BOW	all_FOC	c3	0
herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.11879047415088022	0.18929749795019232	NA	NA	bound	472	all	10_10	1	selection	5000	5000	nav	4_4	236	herroepen	0.22747741443009983	BOW	nav_5000	c4	0
herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.2257373696097533	-0.03704884195884243	NA	NA	bound	472	all	10_10	1	selection	5000	5000	all	4_4	236	herroepen	0.27049006653303465	BOW	all_5000	c2	0
herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.03432758050207325	0.13324949779904743	NA	NA	bound	472	all	10_10	1	selection	FOC	259	nav	4_4	236	herroepen	0.21554404986735115	BOW	nav_FOC	c5	0
herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.02948042813177054	0.11782310640108273	NA	NA	bound	472	all	10_10	1	selection	FOC	472	all	4_4	236	herroepen	0.234605799611972	BOW	all_FOC	c5	0
herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.1732114928728821	0.3276020154175187	NA	NA	bound	940	all	10_10	1	no	5000	5000	nav	4_4	236	herroepen	0.1963255641023106	BOW	nav_5000	c4	0
herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.4981628448136121	0.09331067740778111	NA	NA	bound	940	all	10_10	1	no	5000	5000	all	4_4	236	herroepen	0.2319183872686575	BOW	all_5000	c2	0
herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.014177110306860802	0.2499238709032672	NA	NA	bound	940	all	10_10	1	no	FOC	488	nav	4_4	236	herroepen	0.2165903907390276	BOW	nav_FOC	c4	0
herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.012691443308558276	0.2429675316807987	NA	NA	bound	940	all	10_10	1	no	FOC	940	all	4_4	236	herroepen	0.22074912807836367	BOW	all_FOC	c5	0
herroepen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.07300093660889444	-0.06494244781782511	NA	NA	bound	310	lex	5_5	1	weight	5000	5000	nav	4_4	232	herroepen	0.16846658296693748	BOW	nav_5000	c3	0
herroepen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	7.05896041773866e-4	-0.12363782240110663	NA	NA	bound	310	lex	5_5	1	weight	5000	5000	all	4_4	232	herroepen	0.20909060945424277	BOW	all_5000	c2	0
herroepen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.11719611914407227	-0.0289594754672254	NA	NA	bound	310	lex	5_5	1	weight	FOC	223	nav	4_4	232	herroepen	0.17304782322494489	BOW	nav_FOC	c3	0
herroepen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.11353375143097695	-0.0345090357983118	NA	NA	bound	310	lex	5_5	1	weight	FOC	310	all	4_4	232	herroepen	0.17102343906304152	BOW	all_FOC	c3	0
herroepen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.014639735404601062	-0.05636497725418439	NA	NA	bound	310	lex	5_5	1	selection	5000	5000	nav	4_4	232	herroepen	0.21321971432444572	BOW	nav_5000	c3	0
herroepen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.05786809774667529	-0.12883310501898532	NA	NA	bound	310	lex	5_5	1	selection	5000	5000	all	4_4	232	herroepen	0.2193802773719516	BOW	all_5000	c2	1
herroepen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0682173693628751	-0.02132566232305147	NA	NA	bound	310	lex	5_5	1	selection	FOC	223	nav	4_4	232	herroepen	0.20121740643086125	BOW	nav_FOC	c3	0
herroepen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.06445526368843071	-0.02775507717702909	NA	NA	bound	310	lex	5_5	1	selection	FOC	310	all	4_4	232	herroepen	0.20173722376013775	BOW	all_FOC	c3	1
herroepen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-7.204157416521793e-4	-0.05002879905362927	NA	NA	bound	399	lex	5_5	1	no	5000	5000	nav	4_4	233	herroepen	0.23362363061812777	BOW	nav_5000	c3	0
herroepen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.09143742645511292	-0.14196176198604726	NA	NA	bound	399	lex	5_5	1	no	5000	5000	all	4_4	233	herroepen	0.22037956355676633	BOW	all_5000	c2	0
herroepen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.070074136819180885	-0.011613495487479239	NA	NA	bound	399	lex	5_5	1	no	FOC	283	nav	4_4	233	herroepen	0.20946042547930677	BOW	nav_FOC	c3	0
herroepen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.07041322827505797	-0.024937908285177814	NA	NA	bound	399	lex	5_5	1	no	FOC	399	all	4_4	233	herroepen	0.20804778227277576	BOW	all_FOC	c3	0
herroepen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.0511477880101374	-0.023577208170828805	NA	NA	bound	414	all	5_5	1	weight	5000	5000	nav	4_4	236	herroepen	0.17724418807896267	BOW	nav_5000	c1	0
herroepen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.013668568208655184	-0.10996616315245503	NA	NA	bound	414	all	5_5	1	weight	5000	5000	all	4_4	236	herroepen	0.22095165948528875	BOW	all_5000	c2	0
herroepen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12244901787846219	-0.0032398624735342865	NA	NA	bound	414	all	5_5	1	weight	FOC	223	nav	4_4	236	herroepen	0.1588457392112167	BOW	nav_FOC	c3	0
herroepen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.11994123814359889	-0.008521064316433256	NA	NA	bound	414	all	5_5	1	weight	FOC	414	all	4_4	236	herroepen	0.16432192295917966	BOW	all_FOC	c3	0
herroepen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.11367883678196938	0.10708172735709999	NA	NA	bound	414	all	5_5	1	selection	5000	5000	nav	4_4	236	herroepen	0.2259573681058134	BOW	nav_5000	c4	0
herroepen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.16240006412431635	-0.05882218984340894	NA	NA	bound	414	all	5_5	1	selection	5000	5000	all	4_4	236	herroepen	0.25531760567472644	BOW	all_5000	c2	0
herroepen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.023687507835875646	0.04643401354533265	NA	NA	bound	414	all	5_5	1	selection	FOC	223	nav	4_4	236	herroepen	0.2134516214899427	BOW	nav_FOC	c3	0
herroepen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.01400024615379707	0.03419903213080515	NA	NA	bound	414	all	5_5	1	selection	FOC	414	all	4_4	236	herroepen	0.22707369765959198	BOW	all_FOC	c3	0
herroepen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.17739600661367474	0.20664633069399377	NA	NA	bound	562	all	5_5	1	no	5000	5000	nav	4_4	236	herroepen	0.19835931891506964	BOW	nav_5000	c4	0
herroepen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.2879901639546944	-0.048204944208326585	NA	NA	bound	562	all	5_5	1	no	5000	5000	all	4_4	236	herroepen	0.2346764534777712	BOW	all_5000	c2	0
herroepen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.008773920060981625	0.0829528235939949	NA	NA	bound	562	all	5_5	1	no	FOC	283	nav	4_4	236	herroepen	0.2136043587320968	BOW	nav_FOC	c3	0
herroepen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	2.735130235077307e-4	0.08071348847935594	NA	NA	bound	562	all	5_5	1	no	FOC	562	all	4_4	236	herroepen	0.22317644651166796	BOW	all_FOC	c3	0
herroepen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.12343152280019801	-0.16783460106775744	NA	NA	bound	224	lex	3_3	1	weight	5000	5000	nav	4_4	226	herroepen	0.172585429839965	BOW	nav_5000	c6	0
herroepen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.005614049884174842	-0.2015951860761499	NA	NA	bound	224	lex	3_3	1	weight	5000	5000	all	4_4	226	herroepen	0.2231395064164505	BOW	all_5000	c2	0
herroepen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.13376517708116217	-0.1093382177334717	NA	NA	bound	224	lex	3_3	1	weight	FOC	155	nav	4_4	226	herroepen	0.23372791426946324	BOW	nav_FOC	c6	0
herroepen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.12323349958081034	-0.11016305070706009	NA	NA	bound	224	lex	3_3	1	weight	FOC	224	all	4_4	226	herroepen	0.2179427984356003	BOW	all_FOC	c6	0
herroepen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.07073760684632749	-0.15735969868277996	NA	NA	bound	224	lex	3_3	1	selection	5000	5000	nav	4_4	226	herroepen	0.22289106702891615	BOW	nav_5000	c6	0
herroepen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.04113455879110568	-0.22106893807768105	NA	NA	bound	224	lex	3_3	1	selection	5000	5000	all	4_4	226	herroepen	0.22668280213292785	BOW	all_5000	c2	0
herroepen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09551461778049516	-0.10137816149000815	NA	NA	bound	224	lex	3_3	1	selection	FOC	155	nav	4_4	226	herroepen	0.24151769575238693	BOW	nav_FOC	c6	0
herroepen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.08937374687628521	-0.10169426288279054	NA	NA	bound	224	lex	3_3	1	selection	FOC	224	all	4_4	226	herroepen	0.2345570829034653	BOW	all_FOC	c6	1
herroepen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.06879306065857183	-0.17604743790449215	NA	NA	bound	255	lex	3_3	1	no	5000	5000	nav	4_4	230	herroepen	0.2299822465235881	BOW	nav_5000	c6	0
herroepen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	0.06206115999397738	-0.22937656561361425	NA	NA	bound	255	lex	3_3	1	no	5000	5000	all	4_4	230	herroepen	0.2274895106188733	BOW	all_5000	c2	0
herroepen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.11035932640940792	-0.11059494534793998	NA	NA	bound	255	lex	3_3	1	no	FOC	175	nav	4_4	230	herroepen	0.2430592442582199	BOW	nav_FOC	c6	0
herroepen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.10989490710472785	-0.11503352489647001	NA	NA	bound	255	lex	3_3	1	no	FOC	255	all	4_4	230	herroepen	0.230487543294166	BOW	all_FOC	c6	0
herroepen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.11101999847689353	-0.13720779001240205	NA	NA	bound	302	all	3_3	1	weight	5000	5000	nav	4_4	236	herroepen	0.1818926467576237	BOW	nav_5000	c6	0
herroepen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.009912082142097553	-0.19403039406831893	NA	NA	bound	302	all	3_3	1	weight	5000	5000	all	4_4	236	herroepen	0.23798634082993553	BOW	all_5000	c2	0
herroepen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1402636227892105	-0.08324597859613272	NA	NA	bound	302	all	3_3	1	weight	FOC	155	nav	4_4	236	herroepen	0.22563095460950536	BOW	nav_FOC	c6	0
herroepen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.14910435826312077	-0.09260914397007133	NA	NA	bound	302	all	3_3	1	weight	FOC	302	all	4_4	236	herroepen	0.19948710225070332	BOW	all_FOC	c6	0
herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.1694723225033346	0.0805068425573206	NA	NA	bound	302	all	3_3	1	selection	5000	5000	nav	4_4	236	herroepen	0.22890838955727263	BOW	nav_5000	c7	0
herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.18015000586344299	-0.11560853313593052	NA	NA	bound	302	all	3_3	1	selection	5000	5000	all	4_4	236	herroepen	0.23913076624549728	BOW	all_5000	c2	0
herroepen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.012491231678248605	0.005408749295548657	NA	NA	bound	302	all	3_3	1	selection	FOC	155	nav	4_4	236	herroepen	0.22455647960260952	BOW	nav_FOC	c7	0
herroepen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.013982227199142895	-0.0027453403667912564	NA	NA	bound	302	all	3_3	1	selection	FOC	302	all	4_4	236	herroepen	0.20846325306227484	BOW	all_FOC	c6	0
herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.21467276770409213	0.13760957741596402	NA	NA	bound	363	all	3_3	1	no	5000	5000	nav	4_4	236	herroepen	0.206210078120619	BOW	nav_5000	c7	0
herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.21761505368848624	-0.1009918138560623	NA	NA	bound	363	all	3_3	1	no	5000	5000	all	4_4	236	herroepen	0.23838637124277362	BOW	all_5000	c2	0
herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.03289934655756771	0.024197981012945076	NA	NA	bound	363	all	3_3	1	no	FOC	175	nav	4_4	236	herroepen	0.22171866075974525	BOW	nav_FOC	c7	0
herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.039730243372634304	0.016794841393823524	NA	NA	bound	363	all	3_3	1	no	FOC	363	all	4_4	236	herroepen	0.2144203218556847	BOW	all_FOC	c7	0
herroepen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.10508069411481161	-0.021472799752849447	NA	NA	nobound	451	lex	10_10	1	weight	5000	5000	nav	4_4	235	herroepen	0.17853470566847052	BOW	nav_5000	c1	0
herroepen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	8.905124359689663e-4	-0.1370922246742845	NA	NA	nobound	451	lex	10_10	1	weight	5000	5000	all	4_4	235	herroepen	0.21770243337747777	BOW	all_5000	c2	0
herroepen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.18506936410622504	0.025747721854911296	NA	NA	nobound	451	lex	10_10	1	weight	FOC	340	nav	4_4	235	herroepen	0.18426576303487063	BOW	nav_FOC	c3	0
herroepen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.18672903014683606	0.013527763036712308	NA	NA	nobound	451	lex	10_10	1	weight	FOC	451	all	4_4	235	herroepen	0.17707675781376922	BOW	all_FOC	c3	0
herroepen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.04742736754835497	0.17971919576946033	NA	NA	nobound	451	lex	10_10	1	selection	5000	5000	nav	4_4	235	herroepen	0.23136913885534052	BOW	nav_5000	c5	0
herroepen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.1461501809518387	-0.21273870270445053	NA	NA	nobound	451	lex	10_10	1	selection	5000	5000	all	4_4	235	herroepen	0.25842945243450066	BOW	all_5000	c2	0
herroepen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.13989004900406546	0.10320002132540507	NA	NA	nobound	451	lex	10_10	1	selection	FOC	340	nav	4_4	235	herroepen	0.22204730578682735	BOW	nav_FOC	c5	0
herroepen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.14212681333564084	0.09343346132242263	NA	NA	nobound	451	lex	10_10	1	selection	FOC	451	all	4_4	235	herroepen	0.21703981673245593	BOW	all_FOC	c5	0
herroepen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.07515287394779636	0.2731247812041634	NA	NA	nobound	999	lex	10_10	1	no	5000	5000	nav	4_4	236	herroepen	0.23423524441689275	BOW	nav_5000	c5	0
herroepen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.4644727793698741	-0.2708578629017393	NA	NA	nobound	999	lex	10_10	1	no	5000	5000	all	4_4	236	herroepen	0.22292168934543116	BOW	all_5000	c2	0
herroepen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.15971066612019866	0.223213341832136	NA	NA	nobound	999	lex	10_10	1	no	FOC	732	nav	4_4	236	herroepen	0.22164513725113438	BOW	nav_FOC	c5	0
herroepen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1717724362926365	0.20802636336591038	NA	NA	nobound	999	lex	10_10	1	no	FOC	999	all	4_4	236	herroepen	0.21656507630506097	BOW	all_FOC	c5	0
herroepen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.10383031803240755	0.05576918102649027	NA	NA	nobound	608	all	10_10	1	weight	5000	5000	nav	4_4	236	herroepen	0.18131386520366824	BOW	nav_5000	c1	0
herroepen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.03701244993617606	-0.15405344545037689	NA	NA	nobound	608	all	10_10	1	weight	5000	5000	all	4_4	236	herroepen	0.23734112972043334	BOW	all_5000	c2	0
herroepen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1974615604805722	0.06991232286943456	NA	NA	nobound	608	all	10_10	1	weight	FOC	340	nav	4_4	236	herroepen	0.17037062725964028	BOW	nav_FOC	c5	0
herroepen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.2001822562123608	0.05823181555257157	NA	NA	nobound	608	all	10_10	1	weight	FOC	608	all	4_4	236	herroepen	0.1682762191656563	BOW	all_FOC	c5	0
herroepen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.1101062039075047	0.27753463965627684	NA	NA	nobound	608	all	10_10	1	selection	5000	5000	nav	4_4	236	herroepen	0.2253929400368923	BOW	nav_5000	c5	0
herroepen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.37749002366576284	-0.06009619553847164	NA	NA	nobound	608	all	10_10	1	selection	5000	5000	all	4_4	236	herroepen	0.2805110766641987	BOW	all_5000	c5	0
herroepen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07327659883240727	0.19311675812307486	NA	NA	nobound	608	all	10_10	1	selection	FOC	340	nav	4_4	236	herroepen	0.2235170300228595	BOW	nav_FOC	c5	0
herroepen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.0686792299752852	0.17737101838137911	NA	NA	nobound	608	all	10_10	1	selection	FOC	608	all	4_4	236	herroepen	0.2324352482273884	BOW	all_FOC	c5	1
herroepen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.1266368716855033	0.3626896074388435	NA	NA	nobound	1372	all	10_10	1	no	5000	5000	nav	4_4	236	herroepen	0.23963226746543137	BOW	nav_5000	c5	0
herroepen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.6826314519532317	0.13759873616272822	NA	NA	nobound	1372	all	10_10	1	no	5000	5000	all	4_4	236	herroepen	0.2031288951735895	BOW	all_5000	c5	0
herroepen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.047002386776705284	0.3145787391743841	NA	NA	nobound	1372	all	10_10	1	no	FOC	732	nav	4_4	236	herroepen	0.22589621385288364	BOW	nav_FOC	c5	0
herroepen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.04414729283000738	0.31870849505963544	NA	NA	nobound	1372	all	10_10	1	no	FOC	1372	all	4_4	236	herroepen	0.22436874389993375	BOW	all_FOC	c5	0
herroepen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.07812742373540282	-0.06122494216383765	NA	NA	nobound	384	lex	5_5	1	weight	5000	5000	nav	4_4	234	herroepen	0.18630119324782232	BOW	nav_5000	c3	0
herroepen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.007673378896957293	-0.1313336199502185	NA	NA	nobound	384	lex	5_5	1	weight	5000	5000	all	4_4	234	herroepen	0.2179257143877144	BOW	all_5000	c2	0
herroepen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14138932441856664	-0.029276968248518886	NA	NA	nobound	384	lex	5_5	1	weight	FOC	282	nav	4_4	234	herroepen	0.19270006285588678	BOW	nav_FOC	c3	0
herroepen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.13760637694897543	-0.034180784816341514	NA	NA	nobound	384	lex	5_5	1	weight	FOC	384	all	4_4	234	herroepen	0.18214562313380545	BOW	all_FOC	c3	0
herroepen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	0.002736945701340192	-0.05359139008578116	NA	NA	nobound	384	lex	5_5	1	selection	5000	5000	nav	4_4	234	herroepen	0.23036379713542496	BOW	nav_5000	c3	0
herroepen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.07402828725485042	-0.1498027518332904	NA	NA	nobound	384	lex	5_5	1	selection	5000	5000	all	4_4	234	herroepen	0.24059288556032074	BOW	all_5000	c2	0
